开始时间,结束时间,粒度,云环境,主机ID,主机名称,主机CPU使用率(%),主机磁盘读IOPS(IO/s),主机磁盘写IOPS(IO/s),主机平均内存使用率(%),物理机入向平均网络利用率(包括主备网卡)(%),物理机出向平均网络利用率(包括主备网卡)(%),主机Hypervisor进程CPU利用率(%),主机Hypervisor内存使用率(%),主机平均磁盘使用率(%),主机磁盘平均读时延(ms),主机磁盘平均写时延(ms)
2023-01-07 15:10:00,2023-01-07 15:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.92,0.0233,2.6634,90.5901,0.0163,0.1378,1.95,9.84,6.9629,0.0,0.03
2023-01-07 15:05:00,2023-01-07 15:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.89,0.0233,2.6634,90.5878,0.0189,0.112,2.25,9.76,6.9579,0.0,0.04
2023-01-07 15:00:00,2023-01-07 15:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.05,0.02,3.2766,90.5876,0.0778,0.1227,1.96,9.73,6.9579,0.0,0.11
2023-01-07 14:55:00,2023-01-07 15:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.02,0.0233,6.741,90.5875,0.0108,0.151,2.28,9.69,6.9579,0.0,0.07
2023-01-07 14:50:00,2023-01-07 14:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.97,0.0233,2.5265,90.5877,0.0448,0.2758,2.09,9.76,6.9579,0.0,0.04
2023-01-07 14:45:00,2023-01-07 14:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.03,0.02,2.7063,90.5863,0.0206,0.2212,2.01,9.7,6.9579,0.0,0.04
2023-01-07 14:40:00,2023-01-07 14:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.09,0.0233,2.6635,90.5878,0.0174,0.2173,2.06,9.91,6.9579,0.14,0.04
2023-01-07 14:35:00,2023-01-07 14:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.15,0.0233,2.6406,90.5876,0.0335,0.3269,2.06,9.67,6.9528,0.0,0.03
2023-01-07 14:30:00,2023-01-07 14:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.4,0.02,2.7127,90.5895,0.0267,0.3877,1.89,9.74,6.9528,0.0,0.04
2023-01-07 14:25:00,2023-01-07 14:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.81,0.0233,6.6536,90.5861,0.0219,0.3715,1.89,9.74,6.9528,0.14,0.05
2023-01-07 14:20:00,2023-01-07 14:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.85,0.0233,2.7233,90.5902,0.0212,0.3529,1.91,9.75,6.9528,0.14,0.03
2023-01-07 14:15:00,2023-01-07 14:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.28,0.02,2.7367,90.5885,0.0227,0.1447,2.0,9.76,6.9528,0.17,0.04
2023-01-07 14:10:00,2023-01-07 14:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.24,0.0233,2.6098,90.5899,0.0263,0.1494,1.89,9.8,6.9528,0.14,0.03
2023-01-07 14:05:00,2023-01-07 14:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,11.65,0.0233,2.5902,90.5886,0.1268,0.1663,1.8,9.75,6.9528,0.29,0.04
2023-01-07 14:00:00,2023-01-07 14:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.78,0.02,3.2298,90.5899,0.0661,0.2226,2.02,9.79,6.9478,0.0,0.13
2023-01-07 13:55:00,2023-01-07 14:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.55,0.0233,6.5832,90.5884,0.0382,0.1075,1.99,9.75,6.9478,0.14,0.05
2023-01-07 13:50:00,2023-01-07 13:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.68,0.0233,2.7436,90.5912,0.0353,0.1391,1.91,9.86,6.9478,0.0,0.04
2023-01-07 13:45:00,2023-01-07 13:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.94,0.02,2.5701,90.5871,0.0327,0.1123,1.91,9.66,6.9478,0.17,0.05
2023-01-07 13:40:00,2023-01-07 13:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.91,0.0233,2.9535,90.5892,0.1127,1.0177,2.15,9.72,6.9478,0.0,0.04
2023-01-07 13:35:00,2023-01-07 13:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.49,0.0233,2.6565,90.5876,0.5635,1.7135,2.2,9.68,6.9478,0.0,0.03
2023-01-07 13:30:00,2023-01-07 13:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.08,0.02,2.4165,90.588,0.1896,0.2789,2.14,9.78,6.9428,0.0,0.05
2023-01-07 13:25:00,2023-01-07 13:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.16,0.0233,6.5363,90.5892,0.0324,0.2371,2.04,9.73,6.9428,0.0,0.07
2023-01-07 13:20:00,2023-01-07 13:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.6,0.0233,2.6169,90.5941,0.3874,0.4729,1.84,9.78,6.9428,0.0,0.03
2023-01-07 13:15:00,2023-01-07 13:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.48,0.02,2.4464,90.5911,0.093,0.7577,2.27,9.74,6.968,0.0,0.05
2023-01-07 13:10:00,2023-01-07 13:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.29,0.0233,2.6869,90.5879,0.0313,0.1074,1.72,9.77,6.968,0.0,0.04
2023-01-07 13:05:00,2023-01-07 13:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.18,0.0233,2.6367,90.591,0.206,0.119,2.08,9.74,6.968,0.0,0.05
2023-01-07 13:00:00,2023-01-07 13:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.5,0.02,3.3063,90.5915,0.0908,0.1034,2.06,9.78,6.9629,0.0,0.1
2023-01-07 12:55:00,2023-01-07 13:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.17,0.0233,6.7271,90.5879,0.0749,0.1191,1.94,9.66,6.9629,0.14,0.05
2023-01-07 12:50:00,2023-01-07 12:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.84,0.0233,2.5864,90.5865,0.0382,0.0997,1.93,9.68,6.9629,0.14,0.05
2023-01-07 12:45:00,2023-01-07 12:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.06,0.02,2.7401,90.5868,0.4045,0.1149,2.04,9.65,6.9629,0.0,0.04
2023-01-07 12:40:00,2023-01-07 12:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.34,0.0233,2.4669,90.5881,0.0419,0.1013,1.77,9.68,6.9629,0.0,0.03
2023-01-07 12:35:00,2023-01-07 12:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.01,0.0233,2.6233,90.5881,0.1059,0.1288,1.91,9.65,6.9629,0.0,0.03
2023-01-07 12:30:00,2023-01-07 12:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.81,0.02,2.4565,90.5874,0.0579,0.1067,1.95,9.71,6.9629,0.17,0.03
2023-01-07 12:25:00,2023-01-07 12:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.1,0.0233,6.5,90.5875,0.403,0.1336,2.09,9.67,6.9579,0.0,0.06
2023-01-07 12:20:00,2023-01-07 12:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.07,0.0233,2.5434,90.5873,0.2135,0.1274,1.86,9.67,6.9579,0.0,0.04
2023-01-07 12:15:00,2023-01-07 12:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.89,0.02,2.5433,90.5863,0.2287,0.1519,1.9,9.64,6.9579,0.0,0.03
2023-01-07 12:10:00,2023-01-07 12:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.62,0.0233,2.5334,90.5887,0.1656,0.1236,1.92,9.7,6.9579,0.0,0.03
2023-01-07 12:05:00,2023-01-07 12:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.02,0.0233,2.62,90.5868,0.1436,0.1655,2.05,9.71,6.9579,0.29,0.03
2023-01-07 12:00:00,2023-01-07 12:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.78,0.02,3.1833,90.5887,0.2643,0.1971,2.01,9.77,6.9579,0.0,0.11
2023-01-07 11:55:00,2023-01-07 12:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.46,0.0233,6.5131,90.5888,0.1979,0.1929,1.9,9.75,6.9528,0.14,0.05
2023-01-07 11:50:00,2023-01-07 11:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,,,,90.5891,0.15,0.1541,,,6.9528,,
2023-01-07 11:45:00,2023-01-07 11:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.77,0.02,2.6233,,,,2.03,9.75,,0.33,0.04
2023-01-07 11:40:00,2023-01-07 11:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.81,0.0233,2.5567,,,,1.94,9.69,,0.0,0.04
2023-01-07 11:35:00,2023-01-07 11:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.63,0.0233,2.7834,,,,2.03,9.65,,0.0,0.05
2023-01-07 11:30:00,2023-01-07 11:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.73,0.02,2.5199,,,,2.0,9.67,,0.0,0.04
2023-01-07 11:25:00,2023-01-07 11:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.77,0.0233,6.5103,,,,1.92,9.66,,0.0,0.06
2023-01-07 11:20:00,2023-01-07 11:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.16,0.0233,2.5999,90.5869,0.2463,0.1519,2.07,9.68,6.9478,0.14,0.04
2023-01-07 11:15:00,2023-01-07 11:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.13,0.02,2.7099,90.5867,0.2132,0.1091,1.97,9.63,6.9478,0.0,0.03
2023-01-07 11:10:00,2023-01-07 11:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.05,0.0233,2.5999,90.5877,0.2745,0.3879,2.01,9.66,6.9478,0.0,0.03
2023-01-07 11:05:00,2023-01-07 11:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,,,,90.5878,0.1608,0.1955,,,6.9478,,
2023-01-07 10:40:00,2023-01-07 10:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.22,0.0233,2.6033,,,,2.16,9.93,,0.0,0.05
2023-01-07 10:35:00,2023-01-07 10:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.93,0.0233,2.5566,90.5896,0.0358,0.1593,1.98,9.88,6.9428,0.0,0.04
2023-01-07 10:30:00,2023-01-07 10:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.33,0.02,2.6165,90.5892,0.0337,0.1551,1.91,9.9,6.9428,0.17,0.04
2023-01-07 10:25:00,2023-01-07 10:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.7,0.0233,6.4868,90.5897,0.032,0.1354,2.04,9.86,6.9428,0.29,0.05
2023-01-07 10:20:00,2023-01-07 10:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.27,0.0233,2.5267,90.5896,0.0382,0.2446,2.06,9.91,6.9377,0.0,0.03
2023-01-07 10:15:00,2023-01-07 10:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.87,0.02,2.5434,90.589,0.0512,0.336,1.93,9.85,6.9377,0.0,0.03
2023-01-07 10:10:00,2023-01-07 10:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.66,0.0233,2.5366,90.5889,0.0361,0.1489,2.01,9.81,6.9377,0.0,0.05
2023-01-07 10:05:00,2023-01-07 10:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.13,0.0233,2.6034,90.5887,0.0606,0.1318,1.99,9.77,6.9377,0.14,0.03
2023-01-07 10:00:00,2023-01-07 10:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.33,0.02,3.1702,90.5947,0.1521,0.9752,2.23,9.81,6.9377,0.0,0.13
2023-01-07 09:55:00,2023-01-07 10:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.07,0.0233,5.9067,90.5894,0.0599,0.2053,1.95,9.85,6.9377,0.0,0.05
2023-01-07 09:50:00,2023-01-07 09:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.51,0.0233,3.08,90.592,0.3843,1.2496,2.39,9.89,6.9327,0.14,0.04
2023-01-07 09:45:00,2023-01-07 09:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.22,0.02,2.4165,90.5897,0.218,0.3074,2.1,9.88,6.9327,0.0,0.05
2023-01-07 09:40:00,2023-01-07 09:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.26,0.0233,2.55,90.5884,0.0359,0.203,1.74,9.86,6.9327,0.0,0.04
2023-01-07 09:35:00,2023-01-07 09:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.38,0.0233,2.6467,90.5889,0.35,0.1449,1.75,9.84,6.9327,0.14,0.05
2023-01-07 09:30:00,2023-01-07 09:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.39,0.02,2.4931,90.5894,0.5946,0.2151,1.91,9.89,6.9327,0.0,0.03
2023-01-07 09:25:00,2023-01-07 09:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.95,0.0233,2.9069,90.589,0.261,0.1895,1.8,9.85,6.9327,0.14,0.19
2023-01-07 09:20:00,2023-01-07 09:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.81,0.0233,6.5096,90.5881,0.5775,0.2599,2.14,9.82,6.9528,0.43,0.05
2023-01-07 09:15:00,2023-01-07 09:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.13,0.02,2.5766,90.5869,0.5159,0.2808,2.04,9.76,6.9528,0.17,0.04
2023-01-07 09:10:00,2023-01-07 09:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.25,0.0233,2.6168,90.5869,0.3899,0.2234,1.89,9.79,6.9528,0.0,0.03
2023-01-07 09:05:00,2023-01-07 09:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.4,0.0233,2.7667,90.5861,0.5929,0.1246,2.25,9.75,6.9528,0.0,0.03
2023-01-07 09:00:00,2023-01-07 09:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.04,0.02,3.25,90.5868,0.4263,0.2091,1.95,9.79,6.9528,0.17,0.1
2023-01-07 08:55:00,2023-01-07 09:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.18,0.0233,2.7066,90.5865,0.5345,0.1247,2.0,9.78,6.9528,0.14,0.03
2023-01-07 08:50:00,2023-01-07 08:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.35,0.0233,7.7543,90.5877,0.4105,0.1629,1.85,9.8,6.9528,0.29,5.28
2023-01-07 08:45:00,2023-01-07 08:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.42,0.02,2.4965,90.5864,0.412,0.122,2.06,9.75,6.973,0.0,0.03
2023-01-07 08:40:00,2023-01-07 08:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.94,0.0233,2.5167,90.5874,0.4554,0.13,2.09,9.86,6.973,0.0,0.04
2023-01-07 08:35:00,2023-01-07 08:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.09,0.0233,2.61,90.5878,0.3193,0.1308,1.75,9.8,6.973,0.14,0.04
2023-01-07 08:30:00,2023-01-07 08:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.24,0.02,2.5599,90.5885,0.4745,0.2024,2.02,9.86,6.973,0.0,0.03
2023-01-07 08:25:00,2023-01-07 08:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.92,0.0233,2.6066,90.5906,0.4063,0.1138,2.01,9.97,6.973,0.0,0.03
2023-01-07 08:20:00,2023-01-07 08:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.81,0.0233,6.6038,90.5906,0.3937,0.1412,2.19,9.87,6.973,0.14,0.04
2023-01-07 08:15:00,2023-01-07 08:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.18,0.02,2.6297,90.5879,0.5901,0.1696,2.06,9.83,6.968,0.0,0.03
2023-01-07 08:10:00,2023-01-07 08:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.86,0.0233,2.4868,90.5882,0.5588,0.1834,1.96,9.86,6.968,0.14,0.02
2023-01-07 08:05:00,2023-01-07 08:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.92,0.0233,2.76,90.5877,0.4639,0.1244,2.02,9.81,6.968,0.14,0.04
2023-01-07 08:00:00,2023-01-07 08:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.53,0.02,3.3001,90.589,0.5152,0.2619,2.1,9.86,6.968,0.33,0.11
2023-01-07 07:55:00,2023-01-07 08:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.04,0.0233,2.5165,90.588,0.0927,0.2641,1.77,9.84,6.968,0.0,0.04
2023-01-07 07:50:00,2023-01-07 07:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.46,0.0233,6.5867,90.5899,0.089,0.216,1.77,9.88,6.968,0.29,0.05
2023-01-07 07:45:00,2023-01-07 07:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.29,0.02,2.7666,90.5895,0.1282,0.3376,2.14,9.78,6.9629,0.0,0.04
2023-01-07 07:40:00,2023-01-07 07:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.99,0.0233,3.0232,90.5871,0.156,0.4526,2.2,9.78,6.9629,0.0,0.06
2023-01-07 07:35:00,2023-01-07 07:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.52,0.0233,2.8536,90.5865,0.1287,0.4786,2.06,9.72,6.9629,0.0,0.03
2023-01-07 07:30:00,2023-01-07 07:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.98,0.02,2.6632,90.5873,0.0838,0.4347,2.13,9.76,6.9629,0.0,0.03
2023-01-07 07:25:00,2023-01-07 07:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.59,0.0233,2.65,90.5879,0.0628,0.3661,1.8,9.75,6.9629,0.0,0.04
2023-01-07 07:20:00,2023-01-07 07:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.5,0.0233,6.6168,90.588,0.0728,0.4596,2.19,9.78,6.9629,0.0,0.04
2023-01-07 07:15:00,2023-01-07 07:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.22,0.02,2.6968,90.5872,0.0768,0.4231,2.1,9.75,6.9579,0.0,0.02
2023-01-07 07:10:00,2023-01-07 07:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.04,0.0233,2.6265,90.5878,0.1075,0.4847,2.33,9.75,6.9579,0.14,0.04
2023-01-07 07:05:00,2023-01-07 07:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.33,0.0233,2.7236,90.5856,0.0927,0.4619,1.91,9.71,6.9579,0.0,0.04
2023-01-07 07:00:00,2023-01-07 07:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.92,0.02,3.3867,90.5883,0.1471,0.4444,2.21,9.75,6.9579,0.17,0.11
2023-01-07 06:55:00,2023-01-07 07:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.42,0.0233,2.6866,90.5883,0.0825,0.5278,2.03,9.73,6.9579,0.0,0.04
2023-01-07 06:50:00,2023-01-07 06:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.09,0.0233,6.4897,90.5894,0.099,0.3486,1.99,9.85,6.9579,0.14,0.06
2023-01-07 06:45:00,2023-01-07 06:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.96,0.02,2.5333,90.5888,0.0641,0.4107,1.9,9.8,6.9579,0.0,0.04
2023-01-07 06:40:00,2023-01-07 06:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.33,0.0233,2.5566,90.5887,0.0776,0.4634,1.8,9.85,6.9528,0.0,0.04
2023-01-07 06:35:00,2023-01-07 06:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.03,0.0233,2.6933,90.5891,0.0698,0.464,1.92,9.79,6.9528,0.14,0.05
2023-01-07 06:30:00,2023-01-07 06:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.48,0.02,2.5499,90.5891,0.0772,0.5929,1.73,9.82,6.9528,0.0,0.05
2023-01-07 06:25:00,2023-01-07 06:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.9,0.0233,2.4835,90.5892,0.2563,0.4834,1.88,9.79,6.9528,0.0,0.04
2023-01-07 06:20:00,2023-01-07 06:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.99,0.0233,6.5029,90.5888,0.2722,0.3347,2.02,9.85,6.9528,0.0,0.06
2023-01-07 06:15:00,2023-01-07 06:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.52,0.02,2.5335,90.5876,0.5968,0.3501,1.89,9.78,6.9528,0.17,0.04
2023-01-07 06:10:00,2023-01-07 06:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.47,0.0233,2.5,90.589,0.87,0.4953,2.11,9.85,6.9478,0.0,0.03
2023-01-07 06:05:00,2023-01-07 06:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.2,0.0233,2.5467,90.5863,0.955,0.4927,1.91,9.7,6.9478,0.0,0.04
2023-01-07 06:00:00,2023-01-07 06:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.21,0.02,3.2931,90.5878,0.6784,0.5807,2.14,9.78,6.9478,0.0,0.11
2023-01-07 05:55:00,2023-01-07 06:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.06,0.0233,2.4701,90.5895,1.1876,0.5888,1.95,9.8,6.9478,0.14,0.03
2023-01-07 05:50:00,2023-01-07 05:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.29,0.0233,6.5502,90.5901,0.7593,0.5696,2.01,9.82,6.9478,0.0,0.04
2023-01-07 05:45:00,2023-01-07 05:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.72,0.02,2.4632,90.5916,0.4386,0.5931,1.88,9.87,6.9478,0.0,0.04
2023-01-07 05:40:00,2023-01-07 05:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.69,0.0233,2.5933,90.5873,0.9493,0.5768,1.92,9.81,6.9478,0.0,0.04
2023-01-07 05:35:00,2023-01-07 05:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.5,0.0233,2.6135,90.5866,0.929,0.6619,1.89,9.69,6.9428,0.0,0.03
